apelido,clube,posicao,preco,pontos,variacao,media,rodada,jogos
Cleberson,Juventude,Zagueiro,3.42,0.0,0.0,1.3,3,1
Luiz Felipe,Santos,Zagueiro,5.49,6.5,1.77,4.25,3,2
Ligger,Bragantino,Zagueiro,4.78,1.0,-1.22,1.0,3,1
Ruan,Grêmio,Zagueiro,1.95,0.0,0.0,-0.2,3,1
Alex,Santos,Zagueiro,3.0,0.0,0.0,0.0,3,0
Fabrício Bruno,Bragantino,Zagueiro,11.85,0.1,-0.47,6.9,3,2
Rafael Thyere,Sport,Zagueiro,1.95,0.7,0.09,-0.03,3,3
Iago Maidana,Sport,Zagueiro,3.97,-3.5,-3.03,-3.5,3,1
Michel,Palmeiras,Zagueiro,1.0,0.0,0.0,0.0,3,0
Sabino,Sport,Zagueiro,3.43,-1.0,-0.81,0.4,3,3
Vitor Hugo,Cuiabá,Zagueiro,1.0,0.0,0.0,0.0,3,0
Chico,Sport,Zagueiro,2.0,0.0,0.0,0.0,3,0
Luiz Gustavo,Cuiabá,Zagueiro,4.0,0.0,0.0,0.0,3,0
Wálber,Cuiabá,Zagueiro,2.0,0.0,0.0,0.0,3,0
Otávio,Flamengo,Zagueiro,2.0,0.0,0.0,0.0,3,0
Tiago Barbosa,Internacional,Zagueiro,1.0,0.0,0.0,0.0,3,0
Emanuel,Grêmio,Zagueiro,2.0,0.0,0.0,0.0,3,0
Micael,Atlético-MG,Zagueiro,2.0,0.0,0.0,0.0,3,0
Rodolfo Moisés,América-MG,Zagueiro,1.0,0.0,0.0,0.0,3,0
Zé Vitor,América-MG,Zagueiro,1.0,0.0,0.0,0.0,3,0
Luís Otávio,Cuiabá,Zagueiro,2.0,0.0,0.0,0.0,3,0
João Victor,Corinthians,Zagueiro,6.09,3.2,0.33,4.15,3,2
Heitor,Grêmio,Zagueiro,1.0,0.0,0.0,0.0,3,0
Raul Gustavo,Corinthians,Zagueiro,3.06,0.0,0.0,1.4,3,1
Renan,Palmeiras,Zagueiro,2.44,-1.4,-0.89,-0.15,3,2
Kaiky,Santos,Zagueiro,3.76,0.0,0.0,1.4,3,1
Pedro Victor,Sport,Zagueiro,1.0,0.0,0.0,0.0,3,0
Rodrigo Freitas,São Paulo,Zagueiro,3.0,0.0,0.0,0.0,3,0
Danilo Boza,Santos,Zagueiro,2.1,0.0,0.0,-0.1,3,1
Didi,Juventude,Zagueiro,2.0,0.0,0.0,0.0,3,0
Henri,Palmeiras,Zagueiro,1.0,0.0,0.0,0.0,3,0
Everton Sena,Cuiabá,Zagueiro,3.0,0.0,0.0,0.0,3,0
Lucas Kal,América-MG,Zagueiro,2.0,0.0,0.0,0.0,3,0
Robson,Santos,Zagueiro,1.0,0.0,0.0,0.0,3,0
Ignácio,Chapecoense,Zagueiro,4.38,8.4,2.38,8.4,3,1
Titi,Fortaleza,Zagueiro,8.95,7.3,1.59,6.0,3,3
Gustavo Henrique,Bahia,Zagueiro,2.0,0.0,0.0,0.0,3,0
Luan,Fluminense,Zagueiro,1.0,0.0,0.0,0.0,3,0
Júlio,América-MG,Zagueiro,1.0,0.0,0.0,0.0,3,0
Felipe Siedekum,América-MG,Zagueiro,1.0,0.0,0.0,0.0,3,0
Léo Santos,Corinthians,Zagueiro,2.0,0.0,0.0,0.0,3,0
Joaquim,Cuiabá,Zagueiro,2.0,0.0,0.0,0.0,3,0
