apelido,clube,posicao,preco,pontos,variacao,media,rodada,jogos
Jean Pyerre,Grêmio,Meia,6.96,0.0,0.0,1.0,2,1
Guilherme Nunes,Santos,Meia,3.0,0.0,0.0,0.0,2,0
Matheus Henrique,Grêmio,Meia,10.37,0.0,0.0,6.9,2,1
Pinares,Grêmio,Meia,5.0,0.0,0.0,0.0,2,0
Lucas Lourenço,Santos,Meia,2.0,0.0,0.0,0.0,2,0
Patrick,Grêmio,Meia,3.0,0.0,0.0,0.0,2,0
Nacho Fernández,Atlético-MG,Meia,11.57,1.9,-3.33,1.15,2,2
Araos,Corinthians,Meia,0.71,0.9,-0.26,-0.85,2,2
João Paulo,Juventude,Meia,6.05,1.0,-0.22,2.5,2,2
Claudinho,Bragantino,Meia,14.69,0.0,0.0,3.1,2,1
Wescley,Juventude,Meia,8.36,0.3,0.28,4.45,2,2
Darlan,Grêmio,Meia,4.0,0.0,0.0,0.0,2,0
Arrascaeta,Flamengo,Meia,13.85,0.0,0.0,4.9,2,1
Sandry,Santos,Meia,5.0,0.0,0.0,0.0,2,0
Yago,Juventude,Meia,1.0,0.0,0.0,0.0,2,0
Ivonei,Santos,Meia,3.0,0.0,0.0,0.0,2,0
Gabriel Pirani,Santos,Meia,5.85,8.1,2.72,4.3,2,2
Pedro Lucas,Grêmio,Meia,2.0,0.0,0.0,0.0,2,0
Elton,Juventude,Meia,2.78,0.0,0.0,0.0,2,1
Everton,Grêmio,Meia,5.0,0.0,0.0,0.0,2,0
Vinícius Balieiro,Santos,Meia,4.0,0.0,0.0,0.0,2,0
Foguinho,Chapecoense,Meia,3.0,0.0,0.0,0.0,2,0
Marcão Silva,Sport,Meia,3.99,0.7,-0.81,0.8,2,2
Matheus Jesus,Juventude,Meia,3.53,-0.1,-1.47,-0.1,2,1
Renan Bressan,Juventude,Meia,4.0,0.0,0.0,0.0,2,0
Ricardinho,Sport,Meia,4.74,4.3,1.4,3.05,2,2
Guilherme Castilho,Juventude,Meia,5.12,1.7,0.46,2.7,2,2
Matheuzinho,Juventude,Meia,5.0,0.0,0.0,0.0,2,0
Betinho,Sport,Meia,5.0,0.0,0.0,0.0,2,0
Ronaldo Henrique,Sport,Meia,4.0,0.0,0.0,0.0,2,0
Léo Cittadini,Athlético-PR,Meia,5.05,2.5,-0.52,1.25,2,2
Jaderson,Athlético-PR,Meia,2.0,0.0,0.0,0.0,2,0
José Welison,Sport,Meia,2.78,0.0,0.0,0.0,2,1
Ramon César,Palmeiras,Meia,1.0,0.0,0.0,0.0,2,0
Fabinho,Palmeiras,Meia,1.0,0.0,0.0,0.0,2,0
Roni,Corinthians,Meia,3.94,1.5,0.25,1.9,2,2
Murilo Rangel,Cuiabá,Meia,2.0,0.0,0.0,0.0,2,0
Rentería,Sport,Meia,3.0,0.0,0.0,0.0,2,0
Rodrigues,Atlético-GO,Meia,1.0,0.0,0.0,0.0,2,0
Thiago Lopes,Sport,Meia,5.0,0.0,0.0,0.0,2,0
Alvarado,Athlético-PR,Meia,1.2,-2.2,-1.8,-2.2,2,1
Luis Mandaca,Corinthians,Meia,2.0,0.0,0.0,0.0,2,0
Edwin Mosquera,Juventude,Meia,3.0,0.0,0.0,0.0,2,0
João Igor,Sport,Meia,2.0,0.0,0.0,0.0,2,0
Shaylon,São Paulo,Meia,3.61,0.3,-0.5,1.1,2,2
Terans,Athlético-PR,Meia,8.17,4.5,1.35,4.65,2,2
Geovane,Athlético-PR,Meia,1.0,0.0,0.0,0.0,2,0
Daniel Cabral,Flamengo,Meia,1.0,0.0,0.0,0.0,2,0
Gustavo Mantuan,Corinthians,Meia,2.0,0.0,0.0,0.0,2,0
Pablo Pardal,Sport,Meia,2.0,0.0,0.0,0.0,2,0
Ruan,Corinthians,Meia,1.0,0.0,0.0,0.0,2,0
Bruno Leite,Athlético-PR,Meia,3.0,0.0,0.0,0.0,2,0
Jhonata Robert,Grêmio,Meia,0.7,0.0,0.0,-5.1,2,1
Denner,Athlético-PR,Meia,1.0,0.0,0.0,0.0,2,0
Neto,Atlético-MG,Meia,1.0,0.0,0.0,0.0,2,0
Rikelme,Cuiabá,Meia,2.0,0.0,0.0,0.0,2,0
Pepê,Cuiabá,Meia,8.43,5.1,1.61,4.95,2,2
Gabriel Pereira,Corinthians,Meia,3.0,0.0,0.0,0.0,2,0
Kawan,Athlético-PR,Meia,1.0,0.0,0.0,0.0,2,0
Fernando Henrique,Grêmio,Meia,1.0,0.0,0.0,0.0,2,0
Caio Cunha,Palmeiras,Meia,1.0,0.0,0.0,0.0,2,0
Kevin Malthus,Santos,Meia,1.43,0.0,-0.57,0.0,2,1
Pablo,Bahia,Meia,1.0,0.0,0.0,0.0,2,0
Mariano Vázquez,Fortaleza,Meia,3.0,0.0,0.0,0.0,2,0
Talles,São Paulo,Meia,2.0,0.0,0.0,0.0,2,0
André,Fluminense,Meia,3.0,0.0,0.0,0.0,2,0
Bruninho,Juventude,Meia,4.0,0.0,0.0,0.0,2,0
Adson,Corinthians,Meia,1.67,0.0,0.0,0.4,2,1
Vinícius Zanocelo,Santos,Meia,3.0,0.0,0.0,0.0,2,0
Gustavo Blanco,Fortaleza,Meia,4.0,0.0,0.0,0.0,2,0
Pedro Bicalho,Palmeiras,Meia,1.0,0.0,0.0,0.0,2,0
Vitinho,Corinthians,Meia,2.0,0.0,0.0,0.0,2,0
Lucas Araújo,Bahia,Meia,0.99,0.0,-0.4,0.0,2,2
Ronald,Fortaleza,Meia,1.93,-0.5,-1.07,-0.5,2,1
Gustavo Oliveira,Sport,Meia,6.47,0.9,0.55,3.7,2,2
Yago Pikachu,Fortaleza,Meia,20.5,12.9,5.67,14.1,2,2
Edson,Bahia,Meia,2.0,-2.0,-2.0,-2.0,2,0
Xavier,Corinthians,Meia,3.0,0.0,0.0,0.0,2,0
Gabriel Teixeira,Fluminense,Meia,8.37,10.0,3.98,6.65,2,2
Kevyn ,América-MG,Meia,1.0,0.0,0.0,0.0,2,0
Victor Bobsin,Grêmio,Meia,1.0,0.0,0.0,0.0,2,0
